station,station_name,lat,lon,day,doy,high,low,precip,snow
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,4/25/22 12:00 AM,115,58,38,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,4/25/22 12:00 AM,115,62,38,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,4/25/22 12:00 AM,115,53,34,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,4/25/22 12:00 AM,115,65,42,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,4/25/22 12:00 AM,115,49,31,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,4/25/22 12:00 AM,115,57,35,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,4/26/22 12:00 AM,116,52,27,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,4/26/22 12:00 AM,116,44,22,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,4/26/22 12:00 AM,116,48,23,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,4/26/22 12:00 AM,116,37,25,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,4/26/22 12:00 AM,116,41,25,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,4/26/22 12:00 AM,116,39,29,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,4/26/22 12:00 AM,116,48,27,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,4/26/22 12:00 AM,116,45,28,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,4/26/22 12:00 AM,116,42,29,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,4/27/22 12:00 AM,117,66,26,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,4/27/22 12:00 AM,117,57,31,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,4/27/22 12:00 AM,117,57,28,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,4/27/22 12:00 AM,117,50,27,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,4/27/22 12:00 AM,117,47,29,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,4/27/22 12:00 AM,117,61,29,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,4/27/22 12:00 AM,117,67,30,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,4/27/22 12:00 AM,117,59,25,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,4/27/22 12:00 AM,117,53,31,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,4/28/22 12:00 AM,118,79,49,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,4/28/22 12:00 AM,118,50,33,0.4,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,4/28/22 12:00 AM,118,64,36,0.03,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,4/28/22 12:00 AM,118,72,40,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,4/28/22 12:00 AM,118,75,42,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,4/28/22 12:00 AM,118,72,39,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,4/28/22 12:00 AM,118,55,33,0.59,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,4/28/22 12:00 AM,118,58,35,0.08,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,4/28/22 12:00 AM,118,62,34,0.07,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,4/29/22 12:00 AM,119,55,37,0.36,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,4/29/22 12:00 AM,119,67,40,0.04,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,4/29/22 12:00 AM,119,64,40,0.18,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,4/29/22 12:00 AM,119,67,47,0.41,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,4/29/22 12:00 AM,119,75,44,0.26,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,4/29/22 12:00 AM,119,64,43,0.13,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,4/29/22 12:00 AM,119,62,38,0.2,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,4/29/22 12:00 AM,119,53,35,0.36,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,4/29/22 12:00 AM,119,76,53,0.69,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,4/30/22 12:00 AM,120,63,53,0.56,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,4/30/22 12:00 AM,120,64,53,0.8,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,4/30/22 12:00 AM,120,61,52,0.33,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,4/30/22 12:00 AM,120,63,52,0.65,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,4/30/22 12:00 AM,120,56,48,0.3,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,4/30/22 12:00 AM,120,60,49,0.49,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,4/30/22 12:00 AM,120,59,47,0.12,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,4/30/22 12:00 AM,120,63,52,0.63,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,4/30/22 12:00 AM,120,62,52,0.2,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,5/1/22 12:00 AM,121,56,40,0.35,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,5/1/22 12:00 AM,121,55,44,0.03,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,5/1/22 12:00 AM,121,68,46,0.03,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,5/1/22 12:00 AM,121,65,44,0.25,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,5/1/22 12:00 AM,121,69,45,0.13,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,5/1/22 12:00 AM,121,61,41,0.18,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,5/1/22 12:00 AM,121,62,42,0.05,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,5/1/22 12:00 AM,121,60,44,0.01,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,5/1/22 12:00 AM,121,56,42,0.11,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,5/2/22 12:00 AM,122,53,40,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,5/2/22 12:00 AM,122,48,41,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,5/2/22 12:00 AM,122,47,39,0.01,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,5/2/22 12:00 AM,122,49,39,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,5/2/22 12:00 AM,122,55,38,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,5/2/22 12:00 AM,122,59,38,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,5/2/22 12:00 AM,122,51,43,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,5/2/22 12:00 AM,122,54,40,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,5/2/22 12:00 AM,122,51,41,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,5/3/22 12:00 AM,123,55,44,0.81,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,5/3/22 12:00 AM,123,56,43,0.61,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,5/3/22 12:00 AM,123,44,37,0.2,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,5/3/22 12:00 AM,123,49,41,0.87,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,5/3/22 12:00 AM,123,50,41,0.57,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,5/3/22 12:00 AM,123,51,41,0.83,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,5/3/22 12:00 AM,123,45,39,0.93,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,5/3/22 12:00 AM,123,46,39,0.98,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,5/3/22 12:00 AM,123,46,39,0.43,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,5/4/22 12:00 AM,124,51,33,0.12,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,5/4/22 12:00 AM,124,52,37,0.01,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,5/4/22 12:00 AM,124,51,35,0.03,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,5/4/22 12:00 AM,124,51,42,0.02,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,5/4/22 12:00 AM,124,53,33,0.06,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,5/4/22 12:00 AM,124,52,40,0.07,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,5/4/22 12:00 AM,124,55,33,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,5/4/22 12:00 AM,124,52,41,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,5/4/22 12:00 AM,124,50,35,0.3,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,5/5/22 12:00 AM,125,54,46,0.01,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,5/5/22 12:00 AM,125,61,37,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,5/5/22 12:00 AM,125,58,45,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,5/5/22 12:00 AM,125,61,40,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,5/5/22 12:00 AM,125,61,44,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,5/5/22 12:00 AM,125,54,38,0.2,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,5/5/22 12:00 AM,125,55,42,0.12,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,5/5/22 12:00 AM,125,60,39,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,5/5/22 12:00 AM,125,59,37,0.02,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,5/6/22 12:00 AM,126,58,45,0.02,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,5/6/22 12:00 AM,126,57,47,0.01,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,5/6/22 12:00 AM,126,59,48,0.02,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,5/6/22 12:00 AM,126,57,48,0.05,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,5/6/22 12:00 AM,126,58,50,0.1,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,5/6/22 12:00 AM,126,57,46,0.03,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,5/6/22 12:00 AM,126,57,49,0.03,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,5/6/22 12:00 AM,126,60,45,0.01,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,5/6/22 12:00 AM,126,58,49,0.11,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,5/7/22 12:00 AM,127,63,40,0.01,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,5/7/22 12:00 AM,127,67,48,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,5/7/22 12:00 AM,127,67,43,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,5/7/22 12:00 AM,127,65,39,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,5/7/22 12:00 AM,127,67,43,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,5/7/22 12:00 AM,127,68,47,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,5/7/22 12:00 AM,127,68,47,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,5/7/22 12:00 AM,127,68,43,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,5/7/22 12:00 AM,127,63,42,0.02,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,5/8/22 12:00 AM,128,72,47,0.01,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,5/8/22 12:00 AM,128,70,45,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,5/8/22 12:00 AM,128,73,51,0.08,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,5/8/22 12:00 AM,128,71,48,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,5/8/22 12:00 AM,128,74,50,0.23,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,5/8/22 12:00 AM,128,74,49,0.3,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,5/8/22 12:00 AM,128,72,48,0.03,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,5/8/22 12:00 AM,128,73,46,0.01,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,5/8/22 12:00 AM,128,70,45,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,5/9/22 12:00 AM,129,66,52,0.23,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,5/9/22 12:00 AM,129,64,53,0.64,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,5/9/22 12:00 AM,129,60,50,0.22,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,5/9/22 12:00 AM,129,67,53,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,5/9/22 12:00 AM,129,70,55,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,5/9/22 12:00 AM,129,69,56,0.06,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,5/9/22 12:00 AM,129,62,50,0.29,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,5/9/22 12:00 AM,129,62,52,0.04,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,5/9/22 12:00 AM,129,68,56,0.06,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,5/10/22 12:00 AM,130,89,63,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,5/10/22 12:00 AM,130,91,62,0.07,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,5/10/22 12:00 AM,130,91,66,0.03,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,5/10/22 12:00 AM,130,87,56,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,5/10/22 12:00 AM,130,87,61,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,5/10/22 12:00 AM,130,86,58,0.41,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,5/10/22 12:00 AM,130,93,65,0.18,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,5/10/22 12:00 AM,130,90,57,0.11,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,5/10/22 12:00 AM,130,91,61,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,5/11/22 12:00 AM,131,88,68,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,5/11/22 12:00 AM,131,78,58,0.02,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,5/11/22 12:00 AM,131,79,60,0.01,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,5/11/22 12:00 AM,131,85,62,0.01,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,5/11/22 12:00 AM,131,90,69,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,5/11/22 12:00 AM,131,90,67,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,5/11/22 12:00 AM,131,81,62,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,5/11/22 12:00 AM,131,90,70,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,5/11/22 12:00 AM,131,87,64,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,5/12/22 12:00 AM,132,92,70,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,5/12/22 12:00 AM,132,91,68,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,5/12/22 12:00 AM,132,92,67,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,5/12/22 12:00 AM,132,92,66,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,5/12/22 12:00 AM,132,90,70,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,5/12/22 12:00 AM,132,91,62,0.25,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,5/12/22 12:00 AM,132,92,69,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,5/12/22 12:00 AM,132,92,65,0.01,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,5/12/22 12:00 AM,132,93,70,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,5/13/22 12:00 AM,133,93,60,0.2,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,5/13/22 12:00 AM,133,95,59,0.19,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,5/13/22 12:00 AM,133,93,64,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,5/13/22 12:00 AM,133,93,65,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,5/13/22 12:00 AM,133,94,66,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,5/13/22 12:00 AM,133,95,58,0.19,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,5/13/22 12:00 AM,133,93,61,0.01,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,5/13/22 12:00 AM,133,91,61,0.02,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,5/13/22 12:00 AM,133,94,60,0.02,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,5/14/22 12:00 AM,134,79,51,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,5/14/22 12:00 AM,134,81,52,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,5/14/22 12:00 AM,134,80,51,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,5/14/22 12:00 AM,134,78,51,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,5/14/22 12:00 AM,134,88,57,0.01,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,5/14/22 12:00 AM,134,81,54,0.03,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,5/14/22 12:00 AM,134,84,53,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,5/14/22 12:00 AM,134,87,59,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,5/14/22 12:00 AM,134,80,51,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,5/15/22 12:00 AM,135,87,54,0.05,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,5/15/22 12:00 AM,135,84,49,0.02,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,5/15/22 12:00 AM,135,87,57,0.14,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,5/15/22 12:00 AM,135,77,49,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,5/15/22 12:00 AM,135,86,52,0.02,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,5/15/22 12:00 AM,135,88,58,0.03,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,5/15/22 12:00 AM,135,87,54,0.21,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,5/15/22 12:00 AM,135,89,61,0.04,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,5/15/22 12:00 AM,135,83,53,0.07,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,5/16/22 12:00 AM,136,74,47,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,5/16/22 12:00 AM,136,73,49,0.03,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,5/16/22 12:00 AM,136,72,48,0.03,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,5/16/22 12:00 AM,136,75,47,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,5/16/22 12:00 AM,136,70,50,0.03,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,5/16/22 12:00 AM,136,75,47,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,5/16/22 12:00 AM,136,71,49,0.01,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,5/16/22 12:00 AM,136,70,51,0.05,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,5/16/22 12:00 AM,136,74,49,0.01,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,5/17/22 12:00 AM,137,77,48,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,5/17/22 12:00 AM,137,81,51,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,5/17/22 12:00 AM,137,80,51,0.01,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,5/17/22 12:00 AM,137,80,53,0,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,5/17/22 12:00 AM,137,79,48,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,5/17/22 12:00 AM,137,81,53,0,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,5/17/22 12:00 AM,137,78,50,0.02,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,5/17/22 12:00 AM,137,81,52,0.02,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,5/17/22 12:00 AM,137,82,53,0,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,5/18/22 12:00 AM,138,81,59,0.37,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,5/18/22 12:00 AM,138,79,59,1,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,5/18/22 12:00 AM,138,71,55,0.5,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,5/18/22 12:00 AM,138,65,52,0.07,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,5/18/22 12:00 AM,138,63,51,0.14,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,5/18/22 12:00 AM,138,72,53,0.14,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,5/18/22 12:00 AM,138,73,55,0.33,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,5/18/22 12:00 AM,138,80,57,0.26,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,5/18/22 12:00 AM,138,67,50,0.05,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,5/19/22 12:00 AM,139,77,59,0.01,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,5/19/22 12:00 AM,139,80,60,0,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,5/19/22 12:00 AM,139,82,60,0,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,5/19/22 12:00 AM,139,83,53,0.03,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,5/19/22 12:00 AM,139,73,53,0.06,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,5/19/22 12:00 AM,139,83,55,0.01,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,5/19/22 12:00 AM,139,80,57,0.01,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,5/19/22 12:00 AM,139,79,54,0.03,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,5/19/22 12:00 AM,139,71,51,0.01,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,5/20/22 12:00 AM,140,88,56,0.07,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,5/20/22 12:00 AM,140,91,50,0.11,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,5/20/22 12:00 AM,140,89,53,0.2,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,5/20/22 12:00 AM,140,88,56,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,5/20/22 12:00 AM,140,86,57,0.11,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,5/20/22 12:00 AM,140,90,53,0.04,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,5/20/22 12:00 AM,140,85,59,0.01,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,5/20/22 12:00 AM,140,87,62,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,5/20/22 12:00 AM,140,86,62,0.01,0
IAC008,Iowa - South Central Climate Division,41.0467323739,-93.4940760185,5/21/22 12:00 AM,141,66,47,0,0
IAC003,Iowa - Northeast Climate Division,42.8585238672,-91.7665112736,5/21/22 12:00 AM,141,66,44,0.01,0
IAC002,Iowa - North Central Climate Division,43.0498599625,-93.4890263095,5/21/22 12:00 AM,141,66,42,0.01,0
IAC006,Iowa - East Central Climate Division,41.897557125,-91.253429866,5/21/22 12:00 AM,141,70,48,0.01,0
IAC007,Iowa - Southwest Climate Division,41.0809480993,-95.1379479497,5/21/22 12:00 AM,141,70,47,0,0
IAC004,Iowa - West Central Climate Division,42.0398027871,-95.2599670554,5/21/22 12:00 AM,141,68,45,0,0
IAC005,Iowa - Central Climate Division,42.041100506,-93.3352885645,5/21/22 12:00 AM,141,68,44,0,0
IAC009,Iowa - Southeast Climate Division,41.0387041389,-91.8205634896,5/21/22 12:00 AM,141,70,50,0.03,0
IAC001,Iowa - Northwest Climate Division,43.027020875,-95.4945087229,5/21/22 12:00 AM,141,64,42,0.01,0
