Row,uid_a,uid_b,decision,decided_by,note,criterion_version,name_a,name_b,type_a,type_b,cross_type,proposed,sep_m,min_sep_m,max_sep_m,hesitate,comid_a,comid_b,same_comid,on_channel,shared_days,r,median_diff,channels_a,channels_b,agree_a,agree_b,seam
261,USGS:433528092265108,USGS:433531092265304,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR2-5    North Drained Site Transect 2,NTR3-3B   North Drained Site Transect 3,well,well,False,complementary,95.4,95.4,95.4,True,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
262,USGS:433528092265108,USGS:433531092265303,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR2-5    North Drained Site Transect 2,NTR3-3A   North Drained Site Transect 3,well,well,False,complementary,95.58,95.58,95.58,True,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
263,USGS:03071590,USGS:03071600,distinct,isaac,,prox100-v1,"CHEAT LAKE NEAR STEWARTSTOWN, WV","CHEAT RIVER AT LAKE LYNN, PA",lake,stream,True,complementary,96.32,96.32,96.32,True,3773975,3773975,True,,,,,water_temp+spec_cond+diss_oxy+ph,gage_height,False,False,
264,USGS:433528092265106,USGS:433531092265301,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR2-3D   North Drained Site Transect 2,NTR3-1    North Drained Site Transect 3,well,well,False,complementary,97.02,97.02,97.02,True,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
265,USGS:450542093105809,USGS:450543093105301,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,GS3-MW4   TCAAP Site K,OW111U1R  TCAAP Site 01U611R           0000773089,well,well,False,complementary,97.02,97.02,97.02,True,937010716,937010716,True,,,,,water_temp+spec_cond,water_temp,False,False,
266,USGS:433527092265505,USGS:433528092265101,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-5    North Drained Site Transect 1,NTR2-1    North Drained Site Transect 1,well,well,False,complementary,97.22,97.22,97.22,True,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
267,USGS:450542093105813,USGS:450543093105306,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,GS3-MW8   TCAAP Site K,GS1-MW4   TCAAP Site K,well,well,False,complementary,97.33,97.33,97.33,True,937010716,937010716,True,,,,,water_temp,water_temp,False,False,
268,USGS:433527092265504,USGS:433528092265101,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-4    North Drained Site Transect 1,NTR2-1    North Drained Site Transect 1,well,well,False,complementary,97.4,97.4,97.4,True,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
269,USGS:433531092265306,USGS:433533092265701,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR3-5    North Drained Site Transect 3,NPR-2     North Drained Site Perimeter,well,well,False,complementary,97.57,97.57,97.57,True,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
270,USGS:433527092265505,USGS:433528092265102,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-5    North Drained Site Transect 1,NTR2-2    North Drained Site Transect 2,well,well,False,complementary,97.73,97.73,97.73,True,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
271,USGS:343054093031201,USGS:343056093030901,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,Spring 49 @ HOSP N.P.,Crystal Spring (8) @ HOSP N.P.,groundwater,groundwater,False,complementary,98.09,98.09,98.09,True,15238142,15234070,False,,,,,water_temp,water_temp,True,False,
272,USGS:433527092265504,USGS:433528092265102,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-4    North Drained Site Transect 1,NTR2-2    North Drained Site Transect 2,well,well,False,complementary,98.19,98.19,98.19,True,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
273,USGS:433242092260901,USGS:433243092260601,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SPR-1A    South Drained Site Perimeter,STR2-1    South Drained Site Transect 2,well,well,False,complementary,98.31,98.31,98.31,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
274,USGS:433527092265505,USGS:433528092265106,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-5    North Drained Site Transect 1,NTR2-3D   North Drained Site Transect 2,well,well,False,complementary,98.34,98.34,98.34,True,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
275,IWQIS:WQS0079,USGS:06810000,merge,isaac,,prox100-v1,Nishnabotna River at Hamburg (79NRH),"Nishnabotna River above Hamburg, IA",stream,stream,False,complementary,98.47,89.01,108.04,True,659674,659674,True,,,,,water_temp+turbidity_unknown,discharge+gage_height,True,True,
276,USGS:433527092265503,USGS:433528092265101,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-3    North Drained Site Transect 1,NTR2-1    North Drained Site Transect 1,well,well,False,complementary,98.59,98.59,98.59,True,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
277,USGS:343054093031201,USGS:343057093031301,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,Spring 49 @ HOSP N.P.,Arsenic Spring (17) @ HOSP N.P.,groundwater,groundwater,False,complementary,98.61,98.61,98.61,True,15238142,15234070,False,,,,,water_temp,water_temp,True,False,
278,USGS:433527092265504,USGS:433528092265106,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-4    North Drained Site Transect 1,NTR2-3D   North Drained Site Transect 2,well,well,False,complementary,99.01,99.01,99.01,True,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
279,USGS:433527092265505,USGS:433528092265104,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-5    North Drained Site Transect 1,NTR2-3B   North Drained Site Transect 2,well,well,False,complementary,99.07,99.07,99.07,True,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
280,USGS:433242092260902,USGS:433243092260601,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SPR-1B    South Drained Site Perimeter,STR2-1    South Drained Site Transect 2,well,well,False,complementary,99.25,99.25,99.25,True,13335680,13335680,True,,,,,water_temp,water_temp,True,True,
281,USGS:433527092265503,USGS:433528092265102,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-3    North Drained Site Transect 1,NTR2-2    North Drained Site Transect 2,well,well,False,complementary,99.65,99.65,99.65,True,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
282,USGS:433527092265504,USGS:433528092265104,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR1-4    North Drained Site Transect 1,NTR2-3B   North Drained Site Transect 2,well,well,False,complementary,99.87,99.87,99.87,True,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
283,USGS:433528092265107,USGS:433531092265304,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,NTR2-4    North Drained Site Transect 2,NTR3-3B   North Drained Site Transect 3,well,well,False,complementary,99.88,99.88,99.88,True,13335570,13335570,True,,,,,water_temp,water_temp,True,True,
284,IWQIS:WQS0121,USGS:06809500,merge,isaac,,prox100-v1,East Nishnabotna River at Red Oak (121ENRRO),"East Nishnabotna River at Red Oak, IA",stream,stream,False,complementary,116.8,61.39,172.47,True,19166807,19166807,True,,,,,nitrate,discharge+gage_height,True,True,
285,IWQIS:WQP0010,USGS:05451500,merge,isaac,,prox100-v1,Iowa River at Marshalltown (WQP10 IRM),"Iowa River at Marshalltown, IA",stream,stream,False,complementary,134.17,75.35,199.46,True,17539323,17539323,True,,,,,nitrate+water_temp+turbidity_unknown,discharge,True,True,
286,USGS:01646500,USGS:01646502,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"POTOMAC RIVER NEAR WASH, DC LITTLE FALLS PUMP STA","POTOMAC RIVER, ADJUSTED, NEAR WASH, DC",stream,stream,False,dual_registration,0.0,0.0,0.0,False,4512772,4512772,True,discharge,6510.0,1.0,-15.0079,nitrate+discharge+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,discharge,True,True,
287,USGS:444049087424302,USGS:444049087424303,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"GLRI BIOREACTOR INLET NR DUVALL,WI","GLRI BIOREACTOR OUTLET NR DUVALL, WI",field,field,False,dual_registration,0.0,0.0,0.0,False,13063229,13063229,True,discharge,2836.0,0.9477,0.0,discharge+gage_height,discharge+gage_height,True,True,
288,IWQIS:WQS0082,USGS:05482500,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,North Raccoon River at Jefferson (82NRRJ),"North Raccoon River near Jefferson, IA",stream,stream,False,dual_registration,8.12,0.0,49.19,False,6610484,6610484,True,nitrate,22.0,0.8871,0.0,nitrate+water_temp+turbidity_unknown,nitrate+discharge+gage_height+water_temp,True,True,
289,MPCA:39101001,USGS:05353800,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"Straight River nr Faribault, MN","STRAIGHT RIVER NEAR FARIBAULT, MN",stream,stream,False,dual_registration,24.5,24.36,24.63,False,2032979,2032979,True,discharge,6697.0,0.9306,0.0821,nitrate+discharge+gage_height,discharge,True,True,
290,MPCA:39004002,USGS:05355200,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"Cannon River at Welch, MN","CANNON RIVER AT WELCH, MN",stream,stream,False,dual_registration,30.32,29.72,30.92,False,2028753,2028753,True,discharge,6799.0,0.9511,0.2265,nitrate+discharge+gage_height,discharge,True,True,
291,USGS:300127090045800,USGS:300128090045800,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"Bayou Saint John inside gate at New Orleans, LA","Bayou Saint John outside gate at New Orleans, LA",canal,canal,False,dual_registration,30.83,30.83,30.83,False,18910456,18910456,True,spec_cond,1271.0,0.8457,41.7708,gage_height+water_temp+spec_cond+diss_oxy,gage_height+water_temp+spec_cond+diss_oxy,True,True,
292,USGS:02076295,USGS:02076296,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"WHITE OAK CREEK ABOVE NEAR CHATHAM, VA","WHITE OAK CREEK BELOW NEAR CHATHAM, VA",stream,stream,False,dual_registration,42.92,42.16,44.13,False,8712619,8712619,True,spec_cond,145.0,0.9967,0.0729,water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,True,True,
293,MPCA:48020005,USGS:05457000,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"Cedar River nr Austin, 540th Ave","CEDAR RIVER NEAR AUSTIN, MN",stream,stream,False,dual_registration,44.38,43.77,44.99,False,7014505,7014505,True,nitrate,592.0,0.9995,0.0,nitrate+water_temp+turbidity_unknown,nitrate+discharge+gage_height+turbidity_fnu,False,False,
294,USGS:07099969,USGS:07099970,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"ARKANSAS R. AT ST CHARLES MESA DIVER. AT PUEBLO,CO","ARKANSAS RIVER AT MOFFAT STREET AT PUEBLO, CO",stream,stream,False,dual_registration,45.89,45.84,45.94,False,951131,951131,True,spec_cond,5254.0,0.9942,30.2708,water_temp+spec_cond,discharge+gage_height+spec_cond,True,True,
295,USGS:424129077495501,USGS:424131077495801,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"NY-SW4 ALFRED FARMS EDGE OF FIELD, SONYEA NY","NY-SW3 ALFRED FARMS EDGE OF FIELD, SONYEA NY",field,field,False,dual_registration,70.32,70.32,70.32,True,15547349,15547349,True,discharge,1670.0,0.8445,0.0,discharge,discharge,True,True,
296,USGS:421650071120401,USGS:421652071120601,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"MA-HWY-I95S-HMA-STATION 00567 NEEDHAM, MA","MA-HWY-I95S-OGFC-STATION 00568 NEEDHAM, MA",storm_drain,storm_drain,False,dual_registration,94.78,94.78,94.78,True,5867775,5867775,True,discharge,1779.0,0.9277,0.0,discharge+water_temp+spec_cond,discharge+water_temp+spec_cond,True,True,
297,USGS:391040084343800,USGS:391040084344200,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,M Branch Shepherd Creek at RM 0.04 near Mt Airy OH,W Branch Shepherd Creek at RM 0.01 near Mt Airy OH,stream,stream,False,dual_registration,95.1,95.1,95.1,True,3405159,3405153,False,discharge,1003.0,0.9331,0.0,discharge,discharge,True,False,
298,USGS:02074556,USGS:02074557,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"SANDY CREEK ABOVE NEAR MOUNT HERMAN, VA","SANDY CREEK BELOW NEAR MOUNT HERMAN, VA",stream,stream,False,dual_registration,97.06,96.91,97.2,True,8672141,8672141,True,spec_cond,147.0,0.9959,1.1875,gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,True,True,
299,USGS:01105608,USGS:011056081,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"WHITMANS POND FISH LADDER AT EAST WEYMOUTH, MA",WHITMANS POND COMBINED BY-PASS & FISH LADDER FLOW,stream,stream,False,distinct,0.0,0.0,0.0,False,5863459,5863459,True,discharge,639.0,0.1134,-0.1872,discharge,discharge,True,True,
300,USGS:0414826503,USGS:0414826504,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"TRIB TILE TO KIMBALL DRAIN NEAR SWARTZ CREEK, MI","TRIB TO KIMBALL DRAIN NEAR SWARTZ CREEK, MI",stream,stream,False,distinct,0.0,0.0,0.0,False,13019761,13019761,True,discharge,2290.0,0.44,0.0,discharge,discharge,True,True,
301,USGS:375327097285401,USGS:375327097285402,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,25S 01W 07BCCC01  SMW-S11 NR CW36,25S 01W 07BCCC02  DMW-S10 NR CW36,well,well,False,distinct,0.0,0.0,0.0,False,22077663,22077663,True,spec_cond,702.0,0.1275,-146.6875,water_temp+spec_cond+diss_oxy+ph+fdom,water_temp+spec_cond+diss_oxy+ph,False,False,
302,USGS:375332097284801,USGS:375332097284802,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,25S 01W 07BCCA01  SMW-S13 NR CW36,25S 01W 07BCCA02  DMW-S14 NR CW36,well,well,False,distinct,0.0,0.0,0.0,False,22077663,22077663,True,spec_cond,481.0,-0.3667,86.625,water_temp+spec_cond+diss_oxy+ph,water_temp+spec_cond+diss_oxy+ph,False,False,
303,USGS:375954097363801,USGS:375954097363802,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,24S 03W 02AADA01  RB1-MS SHALLOW,24S 03W 02AADA02  RB1-MS DEEP,well,well,False,distinct,0.0,0.0,0.0,False,21176942,21176942,True,spec_cond,2942.0,0.0031,-227.6875,water_temp+spec_cond+ph,water_temp+spec_cond+ph,True,True,
304,USGS:380527075124101,USGS:380527075124102,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,WO Ef  42,WO Ef  43,well,well,False,distinct,0.0,0.0,0.0,False,8411103,8411103,True,spec_cond,280.0,-0.467,36450.2083,water_temp+spec_cond,water_temp+spec_cond,True,True,
305,USGS:402548073592303,USGS:402548073592304,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,251238-- GWW33,251239-- GWW34,well,well,False,distinct,0.0,0.0,0.0,False,6261948,6261948,True,spec_cond,448.0,-0.2225,-20923.0208,spec_cond,spec_cond,False,False,
306,USGS:412354086421001,USGS:412354086421002,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"KANKAKEE WELL FIELD SH-1 NEAR HANNA, IN","KANKAKEE WELL FIELD DP-1 NEAR HANNA, IN",well,well,False,distinct,0.0,0.0,0.0,False,13433691,13433691,True,spec_cond,1073.0,0.0651,-100.4792,water_temp+spec_cond+diss_oxy+ph,water_temp+spec_cond+diss_oxy,True,True,
307,USGS:412354086421005,USGS:412354086421006,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"KANKAKEE WELL FIELD SH-3 NEAR HANNA, IN","KANKAKEE WELL FIELD WT-3 NEAR HANNA, IN",well,well,False,distinct,0.0,0.0,0.0,False,13433691,13433691,True,nitrate,739.0,-0.3923,-6.36,nitrate+gw_level,nitrate+gw_level,True,True,
308,USGS:413611087201001,USGS:413611087201002,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"CITY HALL NORTH FLUME AT GARY, IN","CITY HALL SOUTH FLUME AT GARY, IN",storm_drain,storm_drain,False,distinct,0.0,0.0,0.0,False,3398182,3398182,True,discharge,173.0,0.2997,-0.0,discharge+gage_height+spec_cond,discharge+gage_height+spec_cond,True,True,
309,USGS:431053090042701,USGS:431053090042702,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,SK-08/04E/07-1933,SK-08/04E/07-1934,well,well,False,distinct,0.0,0.0,0.0,False,13635863,13635863,True,spec_cond,1234.0,0.2221,-8.5,water_temp+spec_cond+diss_oxy+ph,water_temp+spec_cond+diss_oxy+ph,True,True,
310,USGS:01306495,USGS:01306500,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,CONNETQUOT RIVER DISTRIBUTARY NEAR OAKDALE NY,CONNETQUOT RIVER NEAR OAKDALE NY,tidal_stream,tidal_stream,False,distinct,0.04,0.0,0.1,False,9499636,9499636,True,discharge,2807.0,0.6586,-0.6754,discharge+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,discharge,True,True,
311,USGS:381922076043001,USGS:381922076043002,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,DO Fe  44,DO Fe  45,well,well,False,distinct,0.31,0.31,0.31,False,8385657,8385657,True,spec_cond,152.0,-0.1105,5774.5312,water_temp+spec_cond,water_temp+spec_cond,False,False,
312,USGS:443320089212303,USGS:443320089212304,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,PT-24/09E/13-1447,PT-24/09E/13-1573,well,well,False,distinct,0.95,0.9,1.01,False,9033221,9033221,True,nitrate,980.0,0.1504,-5.22,nitrate+water_temp+spec_cond+diss_oxy+ph+gw_level,nitrate+water_temp+spec_cond+diss_oxy+ph+gw_level,True,True,
313,USGS:401934089541701,USGS:401934089541702,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,22N7W-29.1d1 (DP-1),22N7W-29.1d2 (SH-1),well,well,False,distinct,3.11,3.11,3.11,False,13606720,13606720,True,nitrate,1031.0,-0.0203,-1.9,nitrate+gw_level,nitrate+gw_level,True,True,
314,USGS:401934089541703,USGS:401934089541704,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,22N7W-29.1d3 (DP-2),22N7W-29.1d4 (SH-2),well,well,False,distinct,3.11,3.11,3.11,False,13606720,13606720,True,spec_cond,1166.0,-0.297,46.6146,water_temp+spec_cond+turbidity_fnu+diss_oxy,water_temp+spec_cond+turbidity_fnu+diss_oxy,True,True,
315,USGS:411229084541101,USGS:411229084541102,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"OVERLAND FLOW EAST OF BULL RAPIDS RD NR HARLAN, IN","DRAIN TILE EAST OF BULL RAPIDS RD NR HARLAN, IN",field,field,False,distinct,4.62,4.62,4.62,False,15667131,15667131,True,discharge,3972.0,0.5375,-0.0003,discharge,discharge,True,True,
316,USGS:441520088045001,USGS:441520088045002,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"GLRI EAST RIVER WATERWAY 3 NEAR GREENLEAF, WI","GLRI EAST RIVER TILE 1 NEAR GREENLEAF, WI",field,ditch,True,distinct,7.61,7.61,7.61,False,12006723,12006723,True,discharge,3469.0,0.4367,-0.0001,discharge,discharge,True,True,
317,USGS:402548073592302,USGS:402548073592303,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,251237-- GWW32,251238-- GWW33,well,well,False,distinct,8.41,8.41,8.41,False,6261948,6261948,True,spec_cond,487.0,0.2331,14724.4792,spec_cond,spec_cond,False,False,
318,USGS:402548073592302,USGS:402548073592304,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,251237-- GWW32,251239-- GWW34,well,well,False,distinct,8.41,8.41,8.41,False,6261948,6261948,True,spec_cond,466.0,0.23,-4391.1458,spec_cond,spec_cond,False,False,
319,USGS:01306495,USGS:01306499,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,CONNETQUOT RIVER DISTRIBUTARY NEAR OAKDALE NY,CONNETQUOT RIVER NEAR NORTH GREAT RIVER NY,tidal_stream,tidal_stream,False,distinct,9.75,9.68,9.81,False,9499636,9499636,True,discharge,2805.0,0.4417,-0.2048,discharge+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,discharge,True,True,
320,USGS:01306499,USGS:01306500,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,CONNETQUOT RIVER NEAR NORTH GREAT RIVER NY,CONNETQUOT RIVER NEAR OAKDALE NY,tidal_stream,tidal_stream,False,distinct,9.78,9.78,9.78,False,9499636,9499636,True,discharge,2829.0,0.9423,-0.4531,discharge,discharge,True,True,
321,USGS:403922073064401,USGS:403922073064402,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,Fire Island Sunken Forest Marsh Well,Fire Island Sunken Forest Deep Well,well,well,False,distinct,10.95,10.95,10.95,False,9500282,9500282,True,spec_cond,190.0,0.034,740.3177,spec_cond,spec_cond,,,
322,IWQIS:WQS0005,IWQIS:WQS9904,distinct,isaac,,prox100-v1,English River at Kalona (5ENGK),WQS9904,stream,stream,False,distinct,11.19,0.05,24.0,False,11918423,11918423,True,nitrate,4.0,,1.76,nitrate+water_temp+spec_cond+turbidity_unknown+diss_oxy+ph+orthophosphate,nitrate+water_temp+diss_oxy+ph,True,True,
323,USGS:424129077495501,USGS:424129077495502,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"NY-SW4 ALFRED FARMS EDGE OF FIELD, SONYEA NY","NY-TL2 ALFRED TILE EDGE OF FIELD, SONYEA",field,field,False,distinct,11.73,11.73,11.73,False,15547349,15547349,True,discharge,2207.0,0.4796,-0.0,discharge,discharge,True,True,
324,USGS:411228084541701,USGS:411228084541702,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"OVERLAND FLOW WEST OF BULL RAPIDS RD NR HARLAN, IN","DRAIN TILE WEST OF BULL RAPIDS RD NR HARLAN, IN",field,field,False,distinct,13.13,13.13,13.13,False,15667131,15667131,True,discharge,2727.0,0.6202,0.0,discharge,discharge,True,True,
325,USGS:424131077495801,USGS:424131077495802,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"NY-SW3 ALFRED FARMS EDGE OF FIELD, SONYEA NY","NY-TL1 ALFRED TILE EDGE OF FIELD, SONYEA NY",field,field,False,distinct,13.58,13.58,13.58,False,15547349,15547349,True,discharge,1670.0,0.286,-0.0001,discharge,discharge,True,True,
326,IWQIS:WQS0083,IWQIS:WQS0085,distinct,isaac,,prox100-v1,Shell Rock River at Shell Rock (83 SRRSR),WQS0085,stream,stream,False,distinct,13.83,0.0,57.87,False,6561217,6561217,True,nitrate,1.0,,-0.04,nitrate+water_temp+turbidity_unknown,nitrate+water_temp+turbidity_unknown,True,True,
327,USGS:01467471,USGS:01467492,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"Schuylkill River ab Mill Creek at Port Carbon, PA","Mill Cr ab Schuylkill River at Port Carbon, PA",stream,stream,False,distinct,17.36,17.36,17.36,False,4779457,932040163,False,discharge,578.0,0.9939,0.1416,discharge+water_temp,discharge+water_temp,False,True,
328,USGS:402548073592301,USGS:402548073592302,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,251236-- GWW31,251237-- GWW32,well,well,False,distinct,17.73,17.73,17.73,False,6261948,6261948,True,spec_cond,345.0,0.1014,8159.0909,spec_cond,spec_cond,False,False,
329,IWQIS:WQS0007,IWQIS:WQS9903,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,Cedar River at Conesville (7CRC),WQS9903,stream,stream,False,distinct,20.01,8.78,33.33,False,17557695,17557695,True,nitrate,13.0,0.1563,0.15,nitrate+water_temp+spec_cond+turbidity_unknown+diss_oxy+ph+fchl,nitrate+water_temp+spec_cond+turbidity_unknown+diss_oxy+ph,True,True,
330,USGS:413714093375802,USGS:413714093375901,distinct,isaac,,prox100-v1,079N24W27BAC 2021RDP PW-1,079N24W27BAC 2021RDP MW-1,well,well,False,distinct,20.98,20.98,20.98,False,6597748,6597748,True,spec_cond,7.0,,-103.6875,water_temp+spec_cond,water_temp+spec_cond,True,True,
331,USGS:450542093105506,USGS:450543093105407,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,GS2-MW4   TCAAP Site K,GS1-MW8   TCAAP Site K,well,well,False,distinct,22.31,22.31,22.31,False,937010716,937010716,True,spec_cond,264.0,0.4604,-172.0885,water_temp+spec_cond,water_temp+spec_cond,False,False,
332,USGS:431112088281000,USGS:431112088281100,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,"DISCOVERY FARMS TILE SITE NO. 2 NEAR MAPLETON, WI","DISCOVERY FARMS WATERWAY NEAR MAPLETON, WI",tile_outlet,stream,True,distinct,22.46,22.46,22.46,False,13291652,13291652,True,discharge,274.0,0.4493,0.0019,discharge,discharge,True,True,
333,USGS:415953091435201,USGS:415953091435300,distinct,auto (merge rule 2),"redundant twin: identical channels, overlapping spans, differing series",prox100-v1,083N08W13CBDA 37817 1971Cedar Rapids 10,083N08W13CBDA       USGS CRM-SW-2,stream,stream,False,distinct,22.85,22.85,22.85,False,22477689,22477689,True,spec_cond,29.0,0.4653,5.7708,water_temp+spec_cond,water_temp+spec_cond,True,True,
334,USGS:413611087200901,USGS:413611087201001,distinct,auto (merge rule 2),"redundant twin: shared channels, overlapping spans, differing series",prox100-v1,"CITY HALL SOUTHEAST FLUME AT GARY, IN","CITY HALL NORTH FLUME AT GARY, IN",storm_drain,storm_drain,False,distinct,22.98,22.98,22.98,False,3398182,3398182,True,discharge,174.0,0.6401,0.0004,discharge+gage_height+spec_cond,discharge+gage_height+spec_cond,True,True,
